4
100
100
18434	18874	15845	15943
18434	18874	15845	15943
18113	19140	15885	16058
17964	19186	15885	16138
18396	18857	15735	16141
17824	19344	16084	16159
18171	18804	15755	16164
18084	18968	15902	16184
18535	18678	15680	16201
17897	19326	16129	16236
17600	19401	16081	16263
18024	19072	15893	16272
18493	18426	15712	16309
17944	19036	15944	16311
18796	18466	15612	16334
18283	18533	15952	16352
17906	18959	16210	16362
18749	18378	16012	16416
19000	17992	15669	16423
18425	18450	15848	16473
18682	18010	16194	16513
18167	18498	15976	16570
18847	18198	15615	16570
18219	18491	16414	16579
18897	18077	15871	16620
17815	19031	16410	16629
18953	18030	15797	16634
17781	18802	16620	16652
18614	18325	15776	16678
19153	17828	16034	16723
18089	18687	16029	16747
18183	18238	16463	16837
18575	17664	16118	16854
17635	18595	17072	16862
17519	18775	16403	16905
18477	18304	16113	16910
18118	18333	16484	16946
17164	18250	17429	16974
17867	18538	16820	16986
17844	18333	16221	16995
17724	18750	16651	17023
17757	18145	16168	17102
17305	18598	16570	17122
16986	18571	16599	17160
17294	18435	17197	17200
17917	17717	16294	17239
16904	18626	16530	17283
18327	17318	16366	17292
17406	17903	17668	17295
17012	18240	16908	17327
17331	18068	17488	17350
16960	17893	18015	17395
17464	18170	17038	17411
17433	17848	17751	17418
17690	18032	16869	17423
17081	18218	17716	17455
16983	17887	18129	17503
16983	17887	18129	17503
17310	17848	17325	17525
17525	17986	16982	17543
16833	17691	17987	17589
16826	17990	17739	17592
16648	17899	17888	17656
16744	17954	17874	17656
16648	17899	17888	17656
17134	18022	17433	17680
17223	17838	17376	17695
16729	17876	17654	17726
17428	18143	16630	17781
17890	17797	16510	17814
16809	17944	17594	17869
16858	17908	17459	17891
17486	17605	16855	17942
16667	17868	17547	17979
16784	17769	17308	18005
17207	17867	17154	18071
17137	17627	17362	18092
17657	17505	16707	18094
16973	17561	17269	18111
17583	17432	16787	18115
16536	17966	17126	18133
17563	17494	16738	18164
17287	17622	17165	18182
16511	17941	17306	18210
16441	17932	17306	18236
16310	17819	17232	18246
16310	17819	17232	18246
17259	17474	16757	18265
17201	17561	17239	18298
16692	17744	16961	18308
17355	17188	16683	18342
17204	17430	17093	18405
17158	17119	16678	18441
17158	17119	16678	18441
16875	17223	17008	18502
16859	17234	16941	18515
17069	17281	16771	18537
16950	17389	16932	18545
16949	17334	16872	18579
16925	17327	16923	18649
100
17097	19293	17014	15944
17097	19293	17014	15944
17378	19114	17117	15975
17332	19141	17143	15989
16864	19451	17157	16003
16961	19627	16948	16028
17365	19437	16915	16061
17023	19571	16864	16080
17135	19087	17516	16083
17052	19691	16802	16119
16931	19529	16832	16153
17061	19391	16997	16162
16722	19380	17185	16195
17394	18802	17565	16208
17048	18886	17959	16215
17043	18852	17825	16234
17005	18951	17900	16242
16689	19110	17519	16266
16979	19248	17486	16296
16900	19062	17623	16315
16859	19016	17698	16326
16798	19045	17771	16357
16477	19326	17279	16361
16514	19353	17236	16377
17231	18788	17887	16407
17009	19159	17442	16418
16773	19235	17165	16444
17178	18937	17324	16491
16543	19208	17292	16498
16749	19036	17403	16507
17744	18646	17140	16511
17275	18566	17601	16522
17434	18666	17301	16530
17349	18263	17416	16540
16857	18948	17464	16541
16613	19260	17047	16619
17561	18683	17076	16633
17905	18248	16933	16666
18263	18151	16492	16682
18254	18355	15815	16706
16621	19172	16873	16707
17532	18724	16897	16723
17411	18895	16961	16752
17789	18831	16750	16761
17477	18424	17331	16783
17096	18519	16849	16826
17965	18407	16708	16860
18567	17971	15729	16864
17841	18405	17033	16927
17484	18321	16942	16947
19104	17660	16399	16956
17902	18600	16473	16992
19036	17647	16461	17019
19144	17612	16456	17052
17941	18203	16791	17055
18093	18346	16561	17063
17808	18396	16734	17072
18963	17623	16443	17114
17306	18501	16651	17122
17655	18095	17360	17126
18525	17961	16508	17140
18755	17884	15953	17140
18707	17807	16235	17144
18406	17903	16109	17184
17861	18037	16769	17203
17811	18474	16681	17226
18470	18176	15764	17231
18826	17790	16344	17233
17670	17923	17074	17254
18202	17936	16605	17271
18894	17527	16446	17288
18777	17580	16375	17297
17579	18322	16490	17302
18692	17710	16008	17345
18642	17489	15960	17403
18201	18025	16103	17404
17750	17876	16880	17429
18017	18225	16400	17438
18589	17422	16434	17462
18625	17380	16126	17527
18139	17842	16529	17552
18515	17537	16185	17582
18050	17743	16637	17634
18344	17415	16030	17648
18410	17319	16223	17713
18187	17430	16259	17747
18227	17501	15983	17789
18207	17564	16237	17827
18189	17406	16324	17892
18464	17363	16179	17946
18270	17489	15915	17959
18244	17281	16310	17964
18363	17249	16251	18007
18442	17104	16285	18044
18413	17178	16193	18066
18358	17196	16208	18129
18324	17172	16225	18137
18249	17357	16160	18232
18289	17307	16195	18246
18250	17136	16155	18356
100
17841	19182	16578	16045
17837	19114	16638	16083
17837	19114	16638	16083
18042	19036	16476	16147
17872	19199	16435	16160
18137	18907	16261	16186
17806	19327	16557	16225
17770	19488	16445	16252
17770	19488	16445	16252
17660	19416	16300	16272
18398	18815	16160	16290
17837	19328	16543	16292
17970	19167	16468	16310
18054	19070	16436	16326
18452	18688	16163	16328
17987	18846	16591	16341
18264	18883	16252	16349
17925	19004	16388	16389
17723	19393	16471	16390
18048	18985	16173	16400
18513	18724	16118	16420
17270	18903	16907	16427
18606	18551	15789	16455
18800	18449	15851	16515
17112	18936	17087	16521
18683	18470	15950	16536
17549	18885	16782	16551
18209	18769	16275	16583
18972	18229	15697	16600
17752	18850	16113	16622
19108	18227	15811	16640
19108	18227	15811	16640
19006	18213	15605	16641
18658	18475	15797	16680
16842	18388	17448	16683
18943	18236	15551	16689
18966	18131	15729	16691
18873	18390	15704	16710
18900	18290	15539	16737
18900	18290	15539	16737
18791	18405	15865	16756
18788	18469	15908	16781
17390	18546	17376	16787
18594	18173	15655	16795
18203	18617	16397	16819
16544	18549	17344	16833
18537	18440	16206	16860
16983	18741	17195	16868
18305	18255	16881	16908
18592	18286	16294	16918
17566	18510	17275	16945
17160	18332	17423	16953
18740	18093	16040	16959
18440	18337	16013	16971
17742	18593	16975	16972
17985	18523	16871	17034
16693	18461	17790	17061
16753	17973	18220	17070
18354	17934	16839	17126
18183	18485	16347	17130
17474	18409	16893	17160
16904	18072	18156	17183
16734	17917	18340	17184
16814	18050	18051	17190
17180	17771	17930	17239
17212	18655	16658	17243
18318	17743	16370	17267
16892	17905	18179	17296
16921	17810	17995	17305
17246	17706	17850	17335
18101	18042	16380	17336
17252	18468	17186	17377
18285	18011	16069	17394
17212	17638	17874	17406
17158	18349	17583	17466
17080	17882	17954	17469
18119	17773	16678	17517
16997	17461	17760	17566
17128	17793	17740	17590
17038	18002	17536	17641
17709	17902	16956	17692
17360	18159	17331	17698
17409	18420	16915	17750
17515	18000	17698	17762
17204	17827	17462	17775
17629	17947	16685	17838
17680	17541	16992	17861
17336	17597	17627	17874
17875	17654	16809	17886
17540	18019	17019	17922
17521	17390	17140	18013
17594	17716	17047	18017
17434	17731	17310	18052
17424	17557	17196	18075
17541	17378	17127	18091
17572	17589	17109	18200
17487	17692	16736	18307
17599	17514	16907	18345
17502	17666	16739	18444
17502	17666	16739	18444
100
17537	19068	15795	15905
17396	19422	15607	15982
17407	19433	15560	16028
17776	18961	15892	16098
17371	19568	15772	16157
17753	19054	15744	16191
17165	19316	16064	16225
17654	19238	15404	16269
17333	19494	15950	16278
17420	19124	16226	16328
17404	19379	15928	16346
16732	19326	16321	16392
17591	19309	15574	16419
17939	19071	15708	16441
17865	18793	16390	16444
17770	19069	15485	16472
17733	18947	15812	16480
17681	18870	16153	16495
18338	18688	16107	16512
17930	18909	16023	16555
17309	19273	16006	16585
16972	19756	16187	16592
16915	19609	16240	16594
17732	18459	17020	16609
17110	19676	16191	16613
17045	19728	16239	16630
16851	19464	16262	16633
17092	18761	16995	16652
16809	19348	16256	16668
