2
100
101
-19697	-17533
19697	17533
19697	17533
19680	17562
19673	17613
19659	17614
19645	17678
19621	17693
19608	17734
19590	17756
19583	17778
19576	17814
19565	17991
19526	18015
19513	18089
19482	18119
19473	18183
19473	18183
19445	18240
19411	18259
19393	18293
19385	18365
19385	18365
19373	18418
19333	18421
19324	18470
19300	18510
19300	18510
19272	18546
19236	18556
19228	18614
19206	18621
19166	18676
19166	18676
19144	18697
19113	18708
19110	18759
19107	18785
19074	18834
19036	18893
19036	18893
19014	18944
18978	18965
18972	19008
18927	19025
18896	19036
18895	19071
18854	19120
18811	19129
18767	19165
18754	19174
18743	19212
18720	19236
18669	19250
18654	19289
18614	19311
18592	19331
18569	19369
18512	19388
18482	19396
18476	19423
18436	19454
18436	19454
18408	19480
18329	19501
18329	19501
18274	19544
18274	19544
18215	19555
18209	19564
18165	19566
18138	19604
18075	19628
18075	19628
18025	19642
18008	19697
17973	19710
17973	19710
17911	19727
17911	19727
17863	19747
17863	19747
17822	19782
17822	19782
17749	19794
17749	19794
17635	19799
17635	19799
17575	19833
17575	19833
17547	19841
17546	19865
17406	19886
17406	19886
17340	19915
17340	19915
17285	19917
17259	19952
17211	19959
17186	19986
17186	19986
100
19666	17575
19666	17575
19652	17633
19620	17660
19608	17735
19600	17746
19596	17798
19575	17821
19571	17873
19559	17894
19527	17927
19515	17972
19479	18024
19479	18024
19462	18061
19430	18072
19426	18129
19398	18133
19395	18170
19376	18193
19376	18193
19344	18259
19313	18268
19301	18310
19294	18356
19294	18356
19264	18406
19264	18406
19227	18441
19222	18474
19187	18485
19174	18511
19170	18579
19155	18610
19102	18642
19101	18704
19085	18744
19085	18744
19045	18792
19045	18792
19026	18803
19004	18831
18990	18869
18979	18900
18964	18913
18912	18930
18909	18962
18905	18989
18874	19023
18857	19068
18857	19068
18827	19107
18799	19126
18788	19165
18762	19184
18755	19194
18715	19220
18703	19281
18661	19321
18637	19328
18591	19337
18580	19375
18526	19395
18526	19395
18471	19418
18460	19420
18456	19466
18413	19469
18376	19500
18376	19500
18349	19520
18310	19529
18244	19533
18240	19555
18211	19585
18192	19615
18140	19627
18137	19654
18086	19660
18063	19668
18042	19705
17988	19735
17988	19735
17942	19742
17942	19742
17895	19764
17895	19764
17851	19797
17808	19804
17808	19804
17762	19822
17733	19836
17697	19865
17697	19865
17647	19885
17647	19885
17580	19920
17580	19920
17509	19924
17509	19924
100
19651	17818
19651	17818
19644	17893
19618	17910
19613	17972
19586	17986
19568	18039
19568	18039
19557	18078
19514	18092
19496	18129
19496	18129
19483	18173
19483	18173
19464	18212
19421	18230
19410	18265
19403	18311
19386	18353
19386	18353
19374	18400
19353	18437
19353	18437
19323	18472
19322	18513
19293	18526
19275	18580
19275	18580
19256	18632
19230	18646
19230	18646
19189	18683
19159	18728
19159	18728
19153	18759
19108	18774
19095	18802
19064	18804
19062	18842
19038	18863
19035	18898
19011	18944
19011	18944
18966	18979
18954	19016
18927	19028
18919	19065
18894	19091
18868	19112
18851	19158
18800	19174
18800	19174
18759	19197
18748	19223
18716	19252
18696	19273
18684	19304
18624	19311
18586	19350
18567	19356
18551	19407
18551	19407
18499	19451
18499	19451
18446	19472
18446	19472
18411	19505
18359	19517
18344	19558
18330	19560
18261	19567
18228	19583
18182	19593
18182	19593
18134	19626
18134	19626
18108	19633
18103	19650
18063	19681
18007	19686
18007	19686
17961	19717
17961	19717
17928	19733
17928	19733
17828	19753
17828	19753
17791	19774
17791	19774
17760	19789
17760	19789
17709	19808
17709	19808
17629	19809
17612	19823
17589	19846
17589	19846
17561	19874
17501	19895
17501	19895
100
19505	17934
19505	17934
19489	17963
19474	18013
19474	18013
19449	18050
19449	18050
19428	18090
19397	18105
19386	18149
19386	18149
19378	18200
19368	18239
19362	18297
19345	18301
19344	18351
19344	18351
19322	18411
19263	18421
19257	18431
19254	18469
19238	18486
19235	18521
19216	18550
19176	18580
19176	18580
19155	18602
19149	18669
19134	18675
19108	18711
19108	18711
19081	18761
19044	18771
19022	18807
19022	18807
18992	18854
18992	18854
18967	18882
18957	18940
18935	18973
18927	19013
18908	19026
18880	19065
18843	19069
18831	19099
18805	19136
18805	19136
18781	19163
18737	19190
18737	19190
18692	19236
18655	19259
18655	19259
18616	19309
18616	19309
18562	19331
18547	19353
18508	19357
18498	19417
18448	19427
18407	19438
18388	19444
18385	19471
18335	19504
18332	19512
18289	19544
18249	19562
18249	19562
18217	19589
18217	19589
18159	19607
18139	19648
18097	19655
18073	19686
18013	19696
18001	19730
17963	19753
17963	19753
17905	19771
17905	19771
17866	19782
17850	19805
17800	19813
17764	19846
17764	19846
17696	19874
17677	19902
17634	19904
17595	19921
17582	19949
17489	19956
17489	19956
17436	19983
17436	19983
17408	20002
17408	20002
17361	20032
17361	20032
17323	20059
17323	20059
100
19619	17667
19619	17667
19598	17677
19595	17722
19589	17773
19586	17810
19575	17911
19552	17919
19539	17986
19539	17986
19533	18043
19527	18085
19523	18102
19503	18118
19480	18124
19477	18185
19466	18194
19446	18241
19410	18252
19398	18267
19392	18326
19363	18329
19360	18384
19360	18384
19353	18435
19334	18458
19322	18472
19315	18518
19315	18518
19288	18577
19246	18587
19239	18632
19190	18670
19185	18716
19185	18716
19162	18770
19139	18780
19130	18813
19104	18846
19104	18846
19079	18874
19061	18894
19009	18900
19006	18918
18985	18933
18975	18972
18975	18972
18951	19026
18951	19026
18915	19080
18915	19080
18895	19108
18870	19126
18870	19126
18830	19153
18802	19164
18793	19200
18755	19230
18755	19230
18712	19254
18712	19254
18673	19292
18673	19292
18609	19336
18609	19336
18552	19353
18525	19397
18477	19419
18477	19419
18445	19454
18388	19461
18360	19508
18360	19508
18312	19543
18312	19543
18246	19551
18218	19577
18184	19595
18140	19601
18124	19616
18075	19626
18055	19657
17998	19702
17998	19702
17951	19716
17951	19716
17896	19750
17896	19750
17853	19777
17820	19784
17740	19792
17740	19792
17695	19801
17691	19814
17562	19828
17525	19840
17513	19872
17447	19892
17417	19900
17417	19900
100
19440	18116
19440	18116
19427	18154
19388	18174
19380	18227
19380	18227
19367	18395
19345	18422
19329	18467
19329	18467
19304	18499
19299	18566
19268	18602
19239	18608
19235	18636
19235	18636
19192	18677
19192	18677
19167	18706
19167	18706
19131	18755
19112	18759
19111	18802
19074	18812
19064	18857
19026	18864
19016	18911
18978	18918
18972	18932
18971	18974
18959	19000
18915	19004
18910	19039
18863	19054
18856	19110
18856	19110
18823	19148
18823	19148
18804	19165
18774	19179
18774	19179
18724	19205
18724	19205
18679	19217
18667	19248
18638	19264
18633	19295
18608	19327
18581	19331
18575	19391
18537	19414
18513	19444
18472	19452
18472	19452
18429	19473
18427	19482
18409	19500
18358	19526
18346	19560
18302	19562
18245	19565
18221	19595
18190	19598
18098	19602
18078	19635
18078	19635
18042	19664
18042	19664
17984	19679
17972	19710
17928	19721
17909	19744
17843	19759
17843	19759
17789	19763
17759	19780
17753	19800
17707	19820
17646	19821
17643	19842
17602	19871
17566	19873
17566	19873
17515	19890
17515	19890
17471	19891
17450	19924
17387	19927
17387	19927
17336	19940
17318	19952
17297	19954
17247	19958
17247	19958
17197	19976
17197	19976
17137	19999
17114	20010
17109	20045
17109	20045
100
19565	17745
19565	17745
19548	17794
19531	17814
19527	17849
19527	17849
19497	17905
19491	17924
19476	17954
19452	17980
19440	18022
19439	18070
19424	18113
19389	18124
19367	18153
19364	18192
19344	18199
19327	18245
19314	18262
19312	18286
19304	18339
19303	18365
19262	18369
19257	18374
19247	18431
19223	18456
19209	18507
19189	18528
19179	18573
19141	18580
19130	18631
19130	18631
19106	18698
19084	18719
19084	18719
19052	18771
19052	18771
19032	18832
18991	18862
18991	18862
18966	18908
18936	18921
18931	18929
18928	18974
18895	19007
18878	19042
18863	19050
18807	19071
18782	19097
18745	19101
18713	19136
18713	19136
18681	19177
18681	19177
18629	19201
18629	19201
18600	19241
18539	19256
18526	19275
18494	19311
18459	19346
18427	19396
18409	19444
18323	19454
18291	19479
18291	19479
18253	19506
18225	19519
18225	19519
18172	19542
18172	19542
18128	19547
18084	19583
18084	19583
18051	19626
18007	19630
17962	19643
17951	19672
17925	19691
17903	19721
17867	19734
17867	19734
17827	19774
17827	19774
17805	19789
17775	19839
17655	19846
17618	19870
17585	19875
17546	19895
17546	19895
17473	19907
17473	19907
17427	19927
17396	19934
17396	19934
17348	19973
17290	19991
17281	20008
17281	20008
100
19541	18015
19541	18015
19524	18018
19519	18066
19519	18066
19504	18126
19504	18126
19479	18163
19479	18163
19476	18194
19464	18226
19456	18276
19438	18290
19424	18331
19418	18333
19412	18378
19371	18411
19371	18411
19351	18417
19345	18466
19345	18466
19339	18508
19306	18517
19291	18552
19291	18552
19268	18601
19268	18601
19255	18624
19229	18645
19213	18690
19182	18701
19169	18728
19149	18756
19143	18834
19112	18843
19102	18867
19082	18873
19076	18900
19061	18904
19033	18951
19033	18951
19009	18980
18997	19011
18943	19036
18930	19055
18884	19071
18870	19088
18857	19121
18828	19130
18827	19162
18827	19162
18787	19203
18787	19203
18766	19215
18759	19265
18703	19275
18677	19300
18645	19313
18645	19313
18613	19349
18575	19352
18555	19396
18524	19400
18500	19411
18481	19441
18466	19452
18421	19474
18421	19474
18391	19492
18371	19524
18323	19542
18307	19556
18269	19561
18249	19596
18210	19612
18173	19623
18158	19636
18128	19652
18115	19653
18097	19669
18074	19694
18023	19709
18023	19709
17965	19722
17965	19722
17913	19736
17897	19763
17881	19765
17834	19777
17806	19783
17802	19797
17760	19800
17748	19810
17640	19826
17640	19826
17595	19849
17595	19849
17562	19881
17484	19883
17484	19883
100
19687	17636
19687	17636
19679	17668
19671	17717
19671	17717
19644	17777
19644	17777
19619	17846
19619	17846
19614	17897
19614	17897
19596	17948
19596	17948
19583	17991
19560	18005
19557	18031
19528	18089
19528	18089
19522	18143
19504	18178
19495	18238
19465	18273
19435	18288
19427	18350
19397	18365
19375	18417
19375	18417
19338	18465
19338	18465
19310	18487
19305	18491
19280	18548
19280	18548
19239	18590
19239	18590
19225	18632
19193	18648
19181	18684
19147	18704
19134	18739
19103	18750
19089	18826
19044	18864
19044	18864
19021	18895
18982	18928
18968	18963
18931	18996
18910	19027
18876	19041
18854	19122
18804	19134
18790	19197
18772	19224
18764	19261
18728	19298
18728	19298
18695	19329
18640	19336
18625	19352
18580	19357
18553	19391
18547	19422
18516	19425
18487	19426
18471	19460
18459	19461
18435	19482
18387	19487
18358	19502
18358	19502
18309	19538
18253	19544
18237	19566
18237	19566
18196	19612
18196	19612
18144	19642
18089	19644
18086	19671
18035	19683
18018	19707
17984	19715
17933	19727
17889	19757
17860	19769
17839	19797
17785	19826
17785	19826
17714	19832
17680	19849
17613	19858
17447	19859
17447	19859
17388	19872
17386	19895
17340	19904
17328	19916
17275	19939
17275	19939
100
19600	17674
19600	17674
19572	17708
19567	17740
19531	17781
19531	17781
19516	17833
19503	17839
19494	17961
19465	17984
19455	18029
19429	18039
19421	18050
19412	18168
19369	18199
19356	18238
19356	18238
19344	18280
19330	18283
19300	18434
19272	18442
19250	18460
19236	18509
19236	18509
19198	18553
19168	18563
19160	18613
19120	18625
19113	18663
19077	18673
19066	18732
19036	18750
19032	18787
18998	18798
18982	18842
18982	18842
18976	18900
18941	18914
18923	18966
18923	18966
18909	19040
18909	19040
18862	19095
18862	19095
18819	19126
18819	19126
18784	19171
18744	19181
18718	19221
18677	19232
18677	19232
18624	19257
18624	19257
18589	19303
18589	19303
18572	19326
18572	19326
18544	19368
18544	19368
18503	19396
18468	19404
18439	19432
18401	19440
18362	19450
18304	19461
18290	19497
18263	19531
18212	19549
18200	19580
18143	19590
18121	19608
18109	19637
18053	19644
18046	19673
18015	19699
17957	19706
17950	19746
17909	19751
17864	19790
17844	19804
17794	19818
17784	19827
17721	19855
17721	19855
17690	19859
17685	19870
17646	19890
17646	19890
17614	19910
17536	19916
17536	19916
17482	19918
17445	19920
17426	19950
17366	19956
17332	19977
17332	19977
17299	20009
17239	20020
17239	20020
100
19680	17482
19680	17482
19665	17533
19640	17555
19632	17633
19606	17666
19583	17673
19582	17713
19568	17735
19557	17743
19547	17821
19547	17821
19540	18057
19510	18081
19498	18148
19461	18161
19433	18190
19429	18267
19429	18267
19385	18314
19385	18314
19338	18345
19327	18410
19294	18434
19291	18462
19270	18517
19240	18537
19224	18591
19209	18599
19169	18658
19169	18658
19142	18699
19098	18707
19078	18736
19072	18848
19045	18869
19032	18897
19017	18945
18985	18957
18975	18991
18934	19008
