10
100
100
16436	19806	15757	15974	15685	15817	15690	16050	15742	16375
16496	19977	15854	16039	15739	15809	15811	16106	15693	16377
16030	17588	15766	16161	16417	15760	16403	15865	17672	16383
16732	17074	15754	16471	16434	16251	16252	18810	16124	16393
16733	17375	15788	16394	16385	16070	16239	18293	16187	16397
19541	17138	15653	16222	16262	16087	16108	15842	15855	16402
16504	16988	15689	16441	16133	16093	19213	15762	16358	16409
16042	16920	15519	16274	16004	15741	16284	15926	19203	16411
16092	17464	15806	16177	16367	15709	16456	15860	17675	16432
16433	17093	15560	16410	16011	15741	16256	15885	18416	16432
16551	16705	15496	19100	16339	15992	16616	15994	16229	16448
16549	17093	15654	16296	15956	15649	16300	15816	18138	16463
16953	16866	17501	16346	16200	15680	16200	15540	16031	16464
16590	16749	15327	18849	16369	15907	16597	15739	16209	16469
18640	17472	15480	16138	16167	16277	15873	16090	15484	16472
15470	17468	15588	15815	15836	15690	16419	15672	17375	16478
15732	17542	15563	15803	15874	15746	16525	15957	17235	16507
17022	17247	15692	17861	16802	16282	16840	16402	16270	16514
16978	17138	15674	17956	16712	16227	16876	16314	16199	16526
18731	17539	15482	16116	16240	16280	15957	16023	15638	16528
17007	17310	15816	17790	16753	16155	16787	16360	16336	16540
16652	16752	15575	19361	16307	16074	16727	16066	16475	16541
15590	17621	15699	15899	15992	15672	16518	15847	17460	16541
19258	17244	15486	16076	16174	16165	16038	15586	15937	16586
16493	17171	15540	16303	16028	15821	17859	15424	15938	16620
17414	17748	15839	16590	16457	16108	16453	17595	16346	16622
17354	17801	15815	16640	16609	16077	16420	17926	16620	16639
17365	17533	15413	16137	16066	17045	15670	15732	14962	16687
16550	17356	15632	16488	16168	16019	18026	15660	15846	16698
17328	17445	15491	16149	16109	17067	15744	15714	14952	16734
17408	17920	15839	16671	16713	16183	16475	17823	16654	16735
18243	18202	16018	16433	16543	16552	16309	16685	15995	16794
18218	18193	16045	16440	16547	16568	16315	16680	15962	16802
16971	17810	15756	15871	15821	14720	15670	15906	16549	16833
17602	18524	16291	16107	16244	16481	16297	16740	15899	16889
17625	18902	16181	16227	16362	16332	16397	16632	16148	16928
17605	18809	16025	16070	16384	16324	16354	16635	16060	16951
17726	18241	16290	16856	16688	16744	16200	17079	16190	16994
17862	18199	16295	16758	16846	16627	16290	16834	16205	17005
17675	18133	16285	16772	16746	16536	16225	17269	16248	17076
17731	18333	16322	16889	16655	16769	16211	17132	16164	17116
17743	18055	16246	16835	16765	16583	16254	17207	16263	17148
16679	17612	14399	16350	15838	16145	16113	15553	15818	17194
16560	17575	14493	16435	15933	16098	16054	15723	15759	17249
16334	17453	15579	16184	15720	15507	15689	15467	15651	17585
16761	17352	15604	16060	15850	15142	16025	15178	15566	17888
16600	17191	15603	15910	15915	14954	15908	14929	15656	18076
16416	17320	15604	15810	16050	15262	16315	15190	15991	18445
16502	17418	15607	15812	16084	15237	16296	15122	15971	18555
16479	17271	15250	16103	16167	15307	15515	15240	15653	18743
16529	17280	15292	16115	16121	15334	15626	15406	15697	18871
16463	17192	15437	16208	16278	15424	15922	15633	15984	19542
100
16131	16969	14506	15531	15497	16828	16103	15376	15212	15346
16162	16959	14573	15565	15517	16853	16094	15395	15185	15376
15860	17198	14934	15832	15266	16840	16253	15477	15424	15471
16416	17347	15001	15097	16182	17261	15888	15803	15841	15654
16587	16891	15204	15805	15993	18379	16177	15563	15792	15729
14845	16858	16445	16222	15901	15453	15994	15928	16488	15744
15936	17366	14867	15768	15360	16926	16163	15743	15798	15748
16457	17379	15302	16183	15659	16099	17575	15052	16066	15759
16663	16954	15241	15893	16021	18330	16205	15701	15806	15778
16551	17079	18296	16183	16112	15603	15556	15225	15278	15803
16002	17348	14963	15795	15422	17002	16253	15833	15738	15808
14820	16831	16480	16180	16050	15398	15996	16007	16579	15839
16569	17156	18702	16345	16081	15643	15718	15557	15517	15877
16708	17655	17226	16144	15997	15622	15466	15655	15334	15905
15872	17653	14972	15432	15753	17176	15695	15524	15619	15907
14764	16855	16515	16122	16006	15429	15981	15994	16566	15910
16484	16901	15617	16128	16370	15616	15898	18534	15665	15917
16485	16902	15096	15658	16117	18976	15893	15656	15845	15941
16669	17666	17319	16071	16102	15608	15502	15635	15384	15966
17053	17074	14377	15670	15801	16660	15703	15678	15220	15970
16427	16952	15172	15718	16044	19157	15922	15672	15791	15983
15511	17369	16352	16303	15945	15085	16149	16052	16271	15993
16739	17328	15882	15919	18443	15647	15513	15895	16125	15995
16507	16751	15757	16291	16480	15629	16088	19327	16296	16000
16472	16907	15496	16288	16438	15586	15992	18873	16078	16006
16904	17409	17586	15837	15870	15560	15511	15413	15207	16011
16437	16700	15690	16217	16428	15501	16074	19073	16176	16048
16538	17208	15482	16038	15858	15935	17817	15368	15892	16049
15199	17086	16684	16409	16163	15571	16199	16148	16444	16052
16817	17302	15838	16110	18740	15908	15753	15764	16039	16060
15360	17316	16935	16430	16434	15511	16372	15951	16437	16090
16824	17604	17842	15986	16038	15715	15519	15504	15444	16103
16700	17317	15595	16124	16036	16045	18050	15434	15850	16109
15572	17366	16395	16355	15963	15191	16191	16108	16383	16122
16445	16378	15624	16208	16116	15936	15929	18267	16364	16151
16814	17191	15818	16254	19038	15849	15648	15927	16188	16189
16420	16304	15670	16239	16129	15954	15947	18195	16409	16191
16150	17356	15484	15611	15928	16176	16573	15932	17804	16198
16973	17412	15477	15769	16063	16876	14679	15696	15165	16224
16198	17404	15391	15871	16148	17668	15382	15854	15400	16248
16199	17412	15476	15661	15868	16240	16582	15921	17823	16256
16154	17486	15449	15901	16166	17578	15351	15865	15256	16268
15989	17185	15431	15374	15829	16188	15612	15548	17064	16278
16687	17259	15694	16234	15942	15874	18643	15542	15656	16281
17007	17551	15549	15736	16026	16890	14885	15802	15050	16284
17007	17551	15549	15736	16026	16890	14885	15802	15050	16284
16665	17034	15548	16274	15981	16075	19092	15615	15933	16312
16302	17008	15719	16177	15981	16037	16455	15946	18674	16319
16089	17366	15416	15934	16132	17939	15493	15827	15626	16335
16296	17536	15304	15554	15585	16083	16378	15632	17412	16336
16264	17482	15297	15551	15588	16089	16349	15583	17486	16339
16603	17860	15975	16251	17848	15880	16069	16032	16082	16341
16438	16310	15579	16238	16257	16053	15855	17963	16282	16342
16548	17955	16053	16151	17932	15698	16070	15981	15869	16373
15981	17257	15525	15396	15888	16214	15678	15571	17184	16379
16323	17050	15725	16044	15921	16086	16513	15875	18432	16383
18929	17495	15414	16157	16112	16222	16295	15637	15646	16384
16629	17894	16116	16268	18071	15788	16050	16055	16045	16402
18793	17448	15339	15993	16068	16218	16189	15646	15588	16406
19310	17450	15482	16111	16128	16252	16367	15537	15594	16410
19400	17433	15553	16174	16224	16334	16491	15532	15649	16418
17420	18658	15783	16121	16327	16313	16171	16588	15765	16441
16891	19801	15979	15908	16107	16060	15912	16336	15730	16451
17529	18730	15813	16142	16429	16291	16112	16709	15816	16478
16646	17044	15678	16254	16194	16274	16819	14641	15892	16487
16615	17115	15825	16317	16232	16350	16913	14703	15939	16530
17015	17662	16078	17879	16748	16534	16407	16245	16559	16532
16176	16833	15465	16041	15968	15895	16330	15870	19043	16533
16679	19458	15806	15833	15970	15911	15898	16261	15596	16547
16634	17166	15221	18296	16098	15808	16237	15668	15628	16551
17103	17725	15984	17740	16790	16583	16380	16219	16547	16554
16997	19670	15963	15900	16172	16108	15939	16138	15745	16568
17164	17684	15861	17551	16723	16544	16376	16238	16366	16576
16585	16806	15570	18995	16374	15787	16462	15931	15871	16579
16613	17129	15225	18429	16170	15878	16193	15763	15592	16598
16151	16828	15549	16140	16074	15869	16379	15975	19225	16623
17190	19015	15549	15979	16151	16189	16058	16415	16012	16645
16936	17819	15680	16977	16425	16735	16237	17190	16269	16655
16610	16742	15613	19256	16299	15757	16458	15892	15818	16679
16935	17796	15804	17104	16529	16763	16430	17254	16350	16713
17318	19142	15593	15970	16181	16214	16048	16469	16117	16728
16969	17781	15727	17078	16462	16804	16402	17297	16400	16749
17218	17799	15736	16650	17653	15956	15731	16562	15983	16868
17362	17755	15721	16627	17625	16054	15695	16593	15986	16926
16977	17610	15518	16384	17254	15799	15580	16313	15818	16943
17796	18234	15918	16579	16364	16525	16525	16198	16547	17111
17924	18176	15924	16790	16628	16208	16442	16293	16816	17115
17774	18231	15912	16519	16377	16524	16502	16237	16490	17128
17964	18310	16033	16841	16705	16300	16526	16268	16838	17183
17151	17571	15716	17328	16428	16399	16721	16416	16626	17185
18024	18109	16126	16644	16705	16388	16281	16242	16765	17242
18105	18092	16097	16704	16678	16342	16309	16319	16797	17322
18207	18142	16025	16759	16618	16418	16446	16383	16960	17373
17525	18111	15594	16572	16560	16453	16210	16143	16308	17505
16982	17511	15930	16296	16415	16273	15919	15832	15945	17970
16981	17486	15895	16395	16445	16232	16024	15944	15981	18152
16485	17376	15539	16166	16286	16025	16045	15701	15979	18560
16603	17451	15525	16204	16369	16026	16157	15772	16036	18678
16509	17304	15624	16184	16416	16054	15882	15666	15835	19191
16616	17288	15757	16300	16532	15892	16141	15730	16018	19566
100
16868	17312	15628	16157	15886	15499	16874	15086	15607	14768
16892	17159	15529	16319	15956	15747	16995	15294	15819	15082
16326	17208	15444	16215	15412	15774	17079	15951	15873	15493
16353	17254	15448	16127	15387	15780	17023	15990	15924	15560
16169	17107	15324	15844	15749	16289	17737	14941	16109	15652
16441	16502	15522	16146	15692	15891	18769	15049	15897	15722
16465	16717	15367	16018	15901	15966	18560	15060	16140	15754
16471	16551	15465	16143	15852	16008	18941	15111	16093	15822
16702	16135	15829	16409	15919	16033	17717	15550	16004	15844
17008	17594	15526	16143	16265	18357	16140	16047	16058	15856
16543	17367	15480	16180	16169	18910	16231	15848	16188	15856
16254	16656	15329	15868	15587	15971	18156	14775	15926	15877
16754	17173	15263	15834	14965	15871	16876	15594	16111	15887
16840	17448	14867	15884	16045	16437	17339	14714	15388	15896
16788	17523	14942	15840	16034	16503	17394	14731	15480	15910
16147	16967	15326	15962	15762	16121	17726	15027	16129	15915
16784	17453	14876	15792	15958	16385	17224	14678	15415	15939
16356	16607	15534	16177	15923	16060	19128	15061	16144	15951
16803	17235	15184	15721	14796	15791	16835	15443	16257	15957
16770	16314	15820	16429	16060	15984	17956	15634	16110	15959
16787	18797	15251	15737	15705	15759	15639	15727	15113	15965
16962	17546	15847	16216	17900	16074	16138	15683	15789	15979
16976	17525	15839	16258	17920	16155	16203	15704	15852	15980
16747	16354	15815	16432	16087	15924	17995	15639	16080	15984
18570	17465	15447	16040	16306	15970	16319	15740	15570	16023
16914	18807	15168	15750	15801	15810	15754	15755	15091	16042
16909	17121	14433	15757	15675	16499	17046	15038	15821	16088
17024	18533	15450	16167	16077	15917	15849	15840	14998	16090
18628	17433	15495	15967	16327	15913	16325	15720	15587	16092
16887	17158	15508	18111	16148	16159	16627	15306	16137	16111
16857	17198	14586	15763	15724	16460	16983	15104	15879	16125
17095	17203	16883	15626	16369	14659	16383	15160	15729	16129
16918	17169	15848	16385	16512	15763	16059	19046	16230	16132
17184	17168	16832	15533	16396	14744	16496	15241	15864	16169
17318	17230	16803	15598	16324	14795	16433	15236	15806	16178
17268	17352	16588	15701	16066	14910	16185	15552	15753	16183
16940	17518	15385	15946	16024	17751	16090	15822	16040	16189
16731	17061	15190	18677	16202	15734	16524	15584	15812	16207
17083	17452	16175	16547	19077	16070	16104	16034	16326	16209
17090	17510	16262	16565	18823	16119	15983	15873	16185	16216
16630	16869	15300	19210	16304	15802	16459	15684	15850	16223
17062	17551	15551	16566	16567	17163	16508	15601	16058	16229
16679	17307	17827	16108	16601	15608	15809	15495	16234	16229
16829	16998	15318	19036	16348	15977	16521	15760	16012	16231
16783	17318	18429	16394	16638	15779	16058	15947	16016	16232
16636	17485	15069	15705	15892	16701	17089	14458	15925	16235
16636	17485	15069	15705	15892	16701	17089	14458	15925	16235
16876	17506	15364	16006	16068	17724	16036	15827	15978	16249
17004	17577	15611	16745	16686	17343	16578	15750	16255	16251
16707	17370	17898	16141	16646	15710	15806	15544	16245	16259
19210	17481	15681	15919	16478	16015	16114	15960	15432	16261
17055	17422	17167	15775	16410	14793	16479	15452	15967	16278
19420	17389	15710	15920	16544	16124	16259	15984	15563	16295
17123	17518	15649	16109	16020	15929	16177	17900	15963	16303
17175	17544	16019	16550	18441	16073	16011	15734	16072	16307
17030	17376	15518	15851	15917	15967	16178	17697	15922	16309
16683	17350	18625	16434	16660	15834	16128	15881	16180	16317
16779	17083	15655	18422	16367	15788	16068	15410	15805	16338
16595	17194	15571	16481	16139	16027	16362	15936	18688	16347
16705	19059	15482	15813	15775	16311	15846	15411	15407	16358
16621	17091	15462	16491	16095	15945	16309	15796	18483	16388
17103	17291	16473	15870	16008	15227	16085	15468	16014	16403
16556	17144	15495	16517	16221	15998	16526	15933	18966	16424
16667	16935	15544	19408	16439	15931	16441	15824	15956	16426
16984	19314	15581	15795	15898	16357	15921	15590	15634	16464
17017	17309	15926	16409	16219	15745	16266	18402	15912	16483
16818	17964	15954	16331	16289	16069	15213	15919	15688	16528
16669	19876	15743	15909	16085	16127	16017	15726	15734	16544
16837	17878	15856	16350	16323	16194	16744	16318	17691	16593
16686	17742	15873	16319	16242	16070	16676	16160	17811	16597
16671	19801	15711	15902	16072	16157	16021	15724	15671	16611
16833	18028	16019	16381	16363	16215	15331	15909	15797	16618
16920	17261	15499	16230	16058	16021	16419	15777	18231	16705
17536	17810	16374	16949	16954	16221	16352	16837	16872	16707
17159	18242	15942	15272	16106	16036	16180	15785	16227	16716
17024	18145	15706	16513	16368	16232	15838	17195	16259	16724
17136	18207	15880	15270	16009	16011	16339	15835	16271	16729
17038	18071	15688	16515	16348	16136	15829	17277	16271	16729
17169	17534	15382	16259	15884	16530	16179	16117	17357	16739
17612	17717	16208	17540	17051	16411	16597	16281	16432	16770
17495	17663	16134	17466	16968	16356	16642	16244	16380	16777
17192	17447	15401	16283	16048	16549	16198	16170	17510	16820
17600	17845	15884	16960	17289	16464	16567	16386	16838	16913
17635	17922	15838	16905	17311	16537	16533	16439	16761	16931
17738	17922	15804	16970	17089	16502	16481	16392	16645	17014
18323	17627	15856	16545	16538	16202	16828	15670	15663	17070
18180	17710	15934	16463	16494	16107	16704	15526	15618	17074
17456	18010	15903	17037	16897	16590	16550	16525	16659	17111
17717	18053	15776	17090	16870	16620	16629	16666	16918	17115
17629	18015	15770	17134	16834	16499	16652	16663	16942	17200
17613	18082	15732	17106	16897	16515	16665	16625	17016	17250
17462	17824	15850	16774	16761	17009	16598	16128	16471	17374
17377	17478	15918	16667	16744	16904	16777	16083	16468	17524
17357	17507	15965	16721	16763	16772	16730	16093	16458	17567
16512	17649	15696	16474	16257	15673	16249	15687	16428	17938
16590	17665	15780	16456	16388	15644	16214	15787	16465	18092
16602	17570	15792	16405	16283	15495	16320	15967	16254	18398
16615	17609	15777	16354	16300	15539	16253	15890	16351	18617
16656	17351	15511	16558	16269	15675	16344	15709	16323	19411
16674	17334	15695	16707	16430	15698	16451	15822	16404	19621
100
17047	16674	14747	15995	15915	15838	15249	16861	15054	15323
16870	17225	15171	15814	15752	16033	15053	17168	15035	15367
16830	17195	15165	15877	15690	15953	15100	17113	15063	15404
17188	16654	14734	16004	15999	15819	15329	16882	15123	15461
16772	16882	13939	16200	16165	15613	15818	17014	15700	15464
16896	16903	14040	16202	16246	15605	15793	17115	15680	15495
16914	16417	14911	15932	15755	15540	15791	17960	15407	15544
16672	16979	14399	16059	16385	15686	15995	17072	15501	15611
16761	15990	14819	16171	15757	15720	15958	17468	15277	15633
16732	17828	16966	15594	16215	15769	15906	16207	15946	15684
16946	16230	15029	16050	15836	15693	15831	17638	15382	15710
16686	17840	16860	15681	16272	15805	15930	16154	15987	15741
15494	17505	16397	16038	16426	16068	16386	15905	16156	15751
16402	16613	15142	16210	16041	15676	15986	19288	15593	15841
16328	16560	15132	16278	15994	15610	15813	19082	15668	15877
15711	17548	16501	15952	16406	15977	16502	15957	16420	15929
16934	17401	15402	18015	16331	15816	16125	16100	15908	15947
16579	16954	14533	16111	15496	15416	15570	17215	15212	15969
16549	16889	14543	16088	15475	15422	15600	17287	15267	16003
16518	16857	14606	16078	15450	15480	15569	17285	15265	16088
16831	17630	15841	16515	18513	16015	15885	15661	15957	16089
16326	17719	16634	15323	16348	15991	16064	15999	16240	16101
16879	17421	15701	16399	15971	16162	18585	15569	16086	16104
16333	17692	16518	15227	16350	16011	16079	16020	16247	16120
16590	17178	15401	16071	15987	18513	15820	15869	15622	16125
16960	17469	15803	16520	18105	16070	16260	15616	15721	16127
16983	17647	15947	16578	18683	16112	16012	15808	15954	16158
17170	17516	15606	16021	15912	16359	17625	15644	15815	16159
16859	17325	15666	16522	16018	16146	18968	15534	16192	16180
16925	17386	15623	16389	15943	16196	18569	15517	16100	16196
16576	17081	15497	16070	16028	18833	15920	16045	15776	16214
16439	17452	15561	16103	16119	17853	16015	16038	15574	16218
16694	19367	15303	15742	15822	16056	15457	15940	15832	16226
16663	17292	15686	18415	16247	15894	16293	15969	16092	16233
17009	17567	15841	16571	17981	16269	16290	15619	15779	16238
16669	17266	15763	18525	16333	15890	16332	15972	16032	16242
16369	17515	15577	16129	16088	17692	15755	16145	15808	16253
16730	17270	15516	18904	16132	15836	16340	15725	15952	16258
16711	19498	15305	15768	15820	16096	15479	15993	15777	16260
16907	17369	15691	16500	16150	16272	19093	15636	16271	16260
17248	17551	15685	16080	15930	16479	17689	15620	15908	16267
16376	16780	15093	16301	16016	15501	15694	18334	15545	16271
16509	17493	15629	16217	16217	18108	16008	16277	15698	16284
16949	17465	16111	16577	19197	15980	15966	15811	16232	16294
16658	16921	14919	16470	15124	17216	15952	15479	16221	16308
16648	17017	15557	19428	16355	15702	16430	15983	16237	16323
16419	17258	18350	15808	16480	15627	15981	15685	16168	16331
19216	17066	15545	16418	16603	15691	15975	15981	15863	16372
17504	18252	16242	17067	16258	16412	16384	16245	16055	16409
18548	17372	15551	16359	16130	15791	16050	15982	16069	16420
16730	17099	14963	16404	15314	17059	15949	15497	16175	16438
17553	18276	16250	17228	16247	16496	16483	16297	16075	16468
16818	17373	15755	16513	16583	15719	16259	15777	17350	16488
19476	17213	15570	16414	16438	15872	16120	15950	15800	16495
16473	16937	16051	16485	16280	15599	16252	16238	18501	16520
16828	17597	17417	16051	16886	15748	16225	15727	16487	16535
16930	18860	15774	16507	16124	16043	15527	15764	16062	16536
16507	16941	16002	16471	16299	15586	16214	16221	18483	16546
16905	17542	15734	16330	16250	16182	18055	15525	16117	16573
16265	16766	15901	16352	16138	15606	16030	16423	18929	16585
18728	17355	15797	16541	16332	15922	16208	16122	16106	16593
16381	17419	18864	15822	16770	15637	15922	15702	15916	16594
17158	17657	15637	16179	16381	14830	15914	15972	16945	16599
16775	17790	17586	16046	16835	15740	16128	15859	16382	16603
16987	19084	15748	16364	16128	15938	15546	15824	15938	16604
16842	19833	15620	16007	15974	15811	15564	15916	15796	16616
