10
100
100
16087	17507	15518	15693	15623	15077	17050	15114	15425	15248
16176	17555	15558	15634	15570	15048	16954	14991	15384	15361
16420	17676	15750	15733	15682	15403	17204	15424	15294	15587
16315	17553	15645	15614	15554	15307	17084	15292	15108	15631
16264	17552	15518	15285	15494	15258	16946	15132	15462	15706
16475	17065	15594	15498	15506	15565	18355	15238	15622	15793
16616	17566	15935	16021	15715	14973	17346	15220	15545	15911
16388	17012	15862	15845	15419	15543	18426	14928	15520	15939
16418	16892	15788	15911	15604	15738	18674	15042	15659	15964
16605	17561	15890	15903	15664	14776	17043	15203	15340	15971
16483	17123	15845	15914	15560	15761	18916	15140	15733	16016
15952	17151	15836	15913	15314	15761	18125	15144	15674	16037
16964	17388	15283	16119	16065	17199	16040	15866	15586	16063
16373	16982	15794	15828	15572	15768	19054	15084	15763	16066
16995	17408	15270	16110	16036	17142	16081	15912	15622	16076
17057	17636	16802	15835	16024	15917	16205	16017	14810	16087
16766	16852	15753	16426	18908	16038	15911	15648	16183	16091
17173	17357	15667	16159	17764	15988	15838	15591	15856	16120
16788	17618	17710	16062	16258	16156	16389	15984	15482	16123
16700	17030	18021	16245	16332	16097	16188	15863	15695	16134
16944	17623	16834	15826	16019	15838	16163	15903	14688	16137
16706	17104	15836	16168	16143	18623	16089	16076	16042	16164
16555	17087	15880	16242	16193	18899	16124	16087	16149	16175
16939	17554	15972	16508	16163	17881	16437	16116	16171	16180
16748	17022	15408	15959	15890	15395	17421	14308	15880	16181
16804	17451	15883	16509	16072	17732	16419	16000	16161	16185
16730	17309	15498	16110	15913	15476	17711	14584	15881	16212
16587	17403	15763	16334	16150	18545	16240	16209	15988	16228
17247	17398	15764	16169	17921	16023	15826	15651	15922	16248
16648	17033	15373	15990	15992	15287	17482	14471	15913	16250
16628	17594	17077	16434	16119	16430	16047	15607	15790	16252
16368	17003	15509	15968	15591	15482	17842	14680	15601	16259
16870	17001	15781	16468	19017	16035	16003	15698	16266	16260
15880	16928	15592	16180	15982	15666	16084	15380	17193	16267
16938	17196	15900	16284	18304	16080	16034	15403	16009	16270
16832	17131	15753	16312	18575	15798	15935	15604	15957	16281
16833	17627	15523	16646	16142	16299	15913	18274	15804	16294
16643	17260	15569	16799	16178	15973	15906	19050	16007	16294
16853	17279	18665	16282	16492	15990	16401	15955	15731	16297
15745	16944	15777	16465	16050	15745	16390	15519	17488	16363
16386	16558	15718	16345	16277	15939	16341	15280	18144	16384
16827	17422	15572	16730	16253	16104	16074	18913	16131	16415
16879	17458	15446	16501	16298	15754	15844	17642	15654	16418
16864	17509	15543	16732	16163	16337	15950	18502	15957	16429
16550	17216	15588	16046	15587	15595	17959	14803	15641	16439
16144	16457	15628	16354	16113	15788	16316	15208	17875	16448
18632	17846	15588	15984	16012	15951	16008	15881	15686	16464
17231	18274	15342	16557	16035	16273	16031	17044	15853	16483
16573	17353	15044	15918	15084	15850	17068	15497	15693	16488
17319	18198	15332	16372	16128	16268	16128	16655	15988	16488
16527	17209	15572	18885	16262	15910	16686	15970	16107	16501
17185	18214	15357	16481	15986	16133	15970	16915	15747	16510
16412	16861	15874	16335	15883	15752	16356	15665	18602	16532
17008	17411	15570	16750	16409	15857	15849	17951	15741	16535
18955	17372	15698	16107	16123	15698	15896	15847	15645	16535
16977	18575	15556	15564	15963	15843	15566	15563	15794	16570
18191	17740	15928	16589	16666	16045	16081	15894	16064	16588
18136	17691	15950	16560	16687	16129	16048	15926	16110	16588
16350	16720	15783	16476	15808	15772	16330	15640	18705	16591
16284	16575	15736	16631	16113	15749	16326	15753	19232	16608
19059	17455	15663	16150	16193	15729	15953	15836	15722	16615
16331	16636	15624	16599	16037	15760	16338	15677	19046	16620
16888	18545	15572	15661	15930	15761	15560	15530	15689	16621
19360	17178	15842	16187	16475	15946	16210	16071	15797	16644
16653	17181	15788	19256	16315	15883	16803	16189	16326	16675
16558	19747	15584	15697	15633	15856	15472	15710	15527	16679
19528	17258	15878	16223	16554	16039	16196	16151	15735	16684
16396	16785	15746	16594	15893	15795	16300	15664	18792	16693
16594	19607	15570	15826	15579	15916	15417	15678	15534	16698
17180	17836	16672	17148	16835	16582	16789	16397	16556	16701
16913	18803	15757	15822	15867	15975	15641	15692	15778	16704
16642	19576	15545	15779	15594	16037	15676	15854	15760	16706
17424	17733	16449	16896	17218	16456	16612	15848	16710	16731
16823	19149	15824	15910	15844	16059	15736	15938	15774	16746
16823	19149	15824	15910	15844	16059	15736	15938	15774	16746
16645	19958	15856	15836	15712	15828	15773	15845	15778	16753
16916	17419	15782	18336	16061	15891	16871	15832	15963	16770
17144	17925	16718	17282	16926	16767	16907	16390	16652	16784
17056	16274	15899	16194	16004	16044	16323	15673	16925	16817
17654	17888	16545	16872	17289	16578	16647	15913	16696	16836
17488	17858	16555	17018	17350	16563	16520	16065	16634	16848
17156	18002	16716	17246	17006	16822	16936	16441	16667	16893
17581	17913	16639	17000	17413	16564	16631	16022	16669	16959
16964	17754	16295	17988	16408	16316	16930	16258	16667	17011
17189	18096	16202	17489	16428	16530	16732	16181	16411	17020
17031	18005	16284	17671	16532	16491	16813	16322	16492	17026
17605	17902	16393	16982	17090	16654	16482	15840	16434	17114
17678	17893	16489	17117	17136	16678	16586	15985	16542	17176
17900	17895	16245	16728	16871	16379	16408	15878	16443	17189
17761	18036	16308	16927	16855	16543	16425	15995	16581	17234
17721	18080	16334	17037	16958	16576	16488	16034	16528	17366
17232	17745	15581	16086	16237	16136	16378	16082	16360	17661
17284	17685	15662	16157	16414	16113	16361	16219	16418	17758
16894	17823	15612	16328	16345	15980	16331	15676	16409	18112
17011	18005	15715	16421	16447	16113	16291	15687	16502	18277
16830	17819	16096	16599	16540	15877	16516	15623	16543	18801
16806	17813	15978	16585	16476	15797	16457	15632	16565	18822
16591	17655	15985	16576	16313	15670	16353	15469	16629	19256
16687	17482	16069	16632	16546	15782	16450	15674	16797	19476
16643	17510	15933	16654	16494	15751	16388	15684	16895	19658
100
17208	17266	16528	16240	16163	16082	16009	15351	15540	15128
17236	17217	16514	16135	16225	16128	16082	15289	15513	15141
17291	17650	16506	16035	16270	16382	16110	15434	15746	15523
17254	17652	16583	16081	16325	16308	16210	15448	15789	15548
16940	17352	15328	15985	15669	16374	17546	15597	16080	15820
16800	17063	15938	15465	17841	15417	15066	15252	15411	15836
16821	17081	15542	15645	17583	15472	15279	15334	15571	15855
16948	17441	15399	15849	15585	16381	17369	15478	16020	15880
16910	17198	15917	15554	17913	15518	15117	15379	15456	15938
16380	17190	14955	14953	15497	15655	16301	15198	16715	15968
16607	16930	15209	16068	17328	15675	15368	14768	15273	15971
16850	17106	15896	15554	17840	15491	15098	15335	15382	15975
16440	17326	15101	15083	15536	15722	16436	15388	16702	15988
16360	17302	15157	15289	15770	15421	16030	15516	16912	16018
16594	17446	15168	15856	16200	18624	15912	15739	15722	16021
16791	17011	15265	16008	17425	15702	15328	14872	15362	16043
16576	17381	15324	15983	16397	18955	16051	15779	15846	16054
17092	17092	15711	15636	18035	15841	15555	15277	15528	16065
16664	17016	15317	15897	18510	15686	15396	15625	15761	16074
16911	17377	15002	15972	14912	16894	16239	15659	15441	16091
16560	19460	15591	15656	15609	15715	15704	15974	15580	16099
16560	19460	15591	15656	15609	15715	15704	15974	15580	16099
17171	16125	15878	17073	15767	15880	16402	15294	15798	16107
16820	17266	15295	16026	16653	17631	15828	15494	15887	16112
16960	17413	14904	16113	15057	16926	16108	15623	15551	16127
16494	16911	18546	16375	16561	15466	15940	15747	15971	16128
16949	16879	15647	15622	18828	15482	15630	15657	15654	16139
17039	15870	16169	16752	15912	16085	16534	15208	15783	16162
17411	16593	17006	16259	16218	15737	15502	15593	15699	16178
17170	16547	16818	16289	15989	15673	15535	15496	15614	16188
16791	17698	15358	16169	16340	18116	15948	15942	15947	16189
16832	17321	15352	16163	16657	17788	15774	15527	16035	16195
17246	17390	15551	15747	16961	15728	15018	16287	15765	16203
16313	19867	15863	15936	15703	15778	15780	16016	15647	16208
16944	17611	14922	16060	15064	16940	16177	15774	15669	16223
17124	16377	16683	16312	16039	15680	15536	15363	15616	16233
16545	17300	18234	16429	16623	15779	16125	16111	16171	16243
16055	16898	15615	16231	15924	15691	16267	15678	18832	16254
16516	16905	18816	16489	16660	15612	16079	15858	16055	16255
17426	16662	17080	16263	16246	15730	15509	15579	15684	16259
16102	16933	15582	16214	15895	15695	16279	15655	18900	16277
16821	16905	15684	15877	19190	15697	15725	15637	15909	16292
16611	16918	15497	16197	16196	16077	18546	15681	15994	16308
15169	17157	15308	15984	15700	15590	16502	15510	17101	16313
16587	16916	15528	16263	16258	16090	18560	15740	16009	16337
15137	17105	15342	16040	15700	15499	16495	15544	17170	16338
16983	17072	15291	15890	17100	16019	15667	14499	15388	16365
16718	17033	15780	16579	16527	16295	16333	19088	16417	16373
