8
10
97
17004.0	17453.0	15640.0	15782.0	15511.0	16935.0	17318.0	15170.0	
16985.0	17110.0	15809.0	15744.0	15777.0	17210.0	17343.0	15227.0	
17699.0	17044.0	15293.0	16107.0	15576.0	16039.0	17097.0	15279.0	
17509.0	17064.0	15186.0	15626.0	15453.0	16733.0	16978.0	15311.0	
17752.0	17307.0	14919.0	15911.0	15633.0	16912.0	17107.0	15355.0	
17461.0	17062.0	15444.0	16062.0	15456.0	16861.0	17488.0	15414.0	
17006.0	17332.0	15625.0	16294.0	15822.0	17346.0	17417.0	15456.0	
17465.0	16715.0	15015.0	15795.0	15471.0	16572.0	17279.0	15513.0	
17030.0	16860.0	15338.0	16226.0	15880.0	16623.0	17921.0	15514.0	
17994.0	17452.0	15475.0	16205.0	15840.0	16702.0	16880.0	15547.0	
17797.0	17109.0	15230.0	15928.0	15937.0	16941.0	16924.0	15552.0	
17448.0	16387.0	15320.0	15906.0	15520.0	16374.0	17571.0	15570.0	
17301.0	17695.0	15629.0	16263.0	15740.0	17511.0	17041.0	15578.0	
18407.0	17326.0	14983.0	15983.0	15636.0	16498.0	16598.0	15599.0	
16956.0	18031.0	15400.0	15868.0	15884.0	16704.0	15813.0	15619.0	
17598.0	17426.0	15301.0	16262.0	15923.0	17390.0	16776.0	15647.0	
17667.0	17620.0	14726.0	16046.0	15788.0	17212.0	16828.0	15649.0	
17976.0	18125.0	15092.0	16116.0	15914.0	16400.0	16342.0	15657.0	
17396.0	16486.0	15374.0	16064.0	15701.0	16443.0	17754.0	15669.0	
17654.0	17427.0	15184.0	15974.0	15810.0	17720.0	16877.0	15670.0	
17407.0	17222.0	15442.0	15844.0	15635.0	17049.0	17360.0	15678.0	
18107.0	17589.0	15215.0	16321.0	15798.0	16975.0	16964.0	15689.0	
17210.0	17282.0	15549.0	16403.0	15611.0	17279.0	17446.0	15694.0	
17564.0	16649.0	14914.0	15817.0	15453.0	16512.0	17232.0	15711.0	
18242.0	17652.0	15176.0	15919.0	16080.0	16648.0	16363.0	15715.0	
16943.0	16837.0	15618.0	16356.0	16164.0	16367.0	18070.0	15731.0	
17719.0	17014.0	15312.0	16071.0	15835.0	17167.0	17000.0	15751.0	
16776.0	17198.0	15786.0	16658.0	16288.0	16382.0	18266.0	15787.0	
17361.0	17672.0	15514.0	16417.0	15979.0	17784.0	16723.0	15794.0	
17630.0	17086.0	15020.0	15875.0	15541.0	16929.0	17053.0	15816.0	
18771.0	17721.0	15708.0	16236.0	16228.0	16629.0	16003.0	15821.0	
17175.0	17172.0	15683.0	16276.0	15727.0	16619.0	18030.0	15823.0	
17846.0	18507.0	16130.0	16078.0	16266.0	16662.0	15978.0	15832.0	
17230.0	16960.0	15913.0	16255.0	16025.0	15903.0	17112.0	15840.0	
17533.0	17741.0	15531.0	16225.0	15930.0	17970.0	16772.0	15875.0	
17565.0	17771.0	15599.0	16269.0	15992.0	18035.0	16735.0	15906.0	
16833.0	17258.0	15790.0	16620.0	16363.0	16429.0	18397.0	15912.0	
17739.0	18995.0	16052.0	16069.0	16387.0	16521.0	16057.0	15969.0	
17809.0	18645.0	15844.0	16145.0	16220.0	16406.0	15724.0	15980.0	
18929.0	17775.0	15758.0	16522.0	16305.0	16599.0	16281.0	15981.0	
18086.0	17270.0	15653.0	16852.0	16516.0	16130.0	15911.0	16001.0	
17896.0	18486.0	15808.0	16103.0	16309.0	16473.0	15739.0	16001.0	
17398.0	19353.0	15992.0	16216.0	16337.0	16429.0	16034.0	16039.0	
17863.0	18815.0	15917.0	16415.0	16202.0	16365.0	15952.0	16041.0	
16950.0	16939.0	16228.0	16372.0	16570.0	15641.0	17176.0	16066.0	
